device_id;user_id;device_type;os;browser;first_seen;is_trusted
4053;1728;desktop;Android;Firefox;02/01/2024;True
4054;2255;tablet;android;Firefox;11/03/2023;False
4055;4015;mobile;Linux;Edge;11/06/2023;0
4056;3268;Mobile;Linux;chrome;22/10/2023;0
4057;3577;tablet;Android;Edge;18/03/2023;0
4058;2481;DESKTOP;iOS;Firefox;01/07/2024;True
4059;2068;mobile;Windows;Safari;12/08/2024;0
4060;761;mobile;MacOS;chrome;05/09/2023;1
4061;3228;tablet;Linux;SAFARI;14/06/2024;1
4062;1442;tablet;ios;Chrome;17/09/2024;False
4063;3592;Tablet;;SAFARI;27/05/2024;no
4064;3845;desktop;android;Chrome;16/11/2023;0
4065;4143;DESKTOP;;Firefox;13/02/2024;1
4066;1948;Mobile;MacOS;chrome;25/09/2024;
4067;2177;tablet;ios;Edge;28/02/2023;False
4068;1625;mobile;;Firefox;13/07/2024;False
4069;3708;Mobile;Windows;Firefox;24/04/2023;no
4070;110;tablet;Android;;19/08/2024;0
4071;4653;Tablet;android;Firefox;27/04/2024;False
4072;1615;DESKTOP;Linux;Chrome;27/09/2023;True
4073;4342;DESKTOP;Android;Safari;30/10/2024;
4074;2415;tablet;Windows;;31/01/2023;
4075;1494;tablet;;chrome;03/02/2023;0
4076;2893;desktop;iOS;chrome;13/12/2023;0
4077;1479;tablet;Linux;Safari;07/03/2024;no
4078;1445;mobile;;Safari;25/09/2023;
4079;3418;mobile;ios;Chrome;25/07/2023;no
4080;2595;DESKTOP;Android;Safari;09/12/2023;0
4081;3153;tablet;Linux;chrome;02/03/2023;False
4082;857;Mobile;Linux;SAFARI;23/05/2023;1
4083;1308;Mobile;Linux;Safari;29/07/2023;
4084;813;mobile;android;Firefox;14/07/2024;
4085;101;DESKTOP;Android;Firefox;04/12/2023;0
4086;2151;Tablet;Windows;Edge;10/11/2024;1
4087;4511;Mobile;;Edge;05/03/2023;no
4088;4961;desktop;Linux;Edge;30/08/2023;0
4089;2840;desktop;android;chrome;20/05/2024;1
4090;5840;tablet;Linux;Safari;16/03/2023;0
4091;1173;Tablet;Linux;Edge;31/07/2024;False
4092;875;mobile;ios;Chrome;16/09/2024;yes
4093;3902;tablet;ios;Firefox;06/02/2023;1
4094;5819;desktop;;SAFARI;21/12/2023;
4095;5989;mobile;ios;Firefox;14/03/2023;True
4096;4664;mobile;Linux;;02/03/2024;yes
4097;4282;Tablet;Windows;Edge;04/09/2024;1
4098;1024;desktop;ios;Edge;19/09/2024;True
4099;2116;desktop;;chrome;24/03/2023;1
4100;3795;Tablet;MacOS;chrome;18/07/2024;no
4101;2509;DESKTOP;Android;Chrome;05/05/2024;1
4102;4320;Tablet;;Safari;13/05/2023;True
4103;193;Tablet;Android;;05/10/2023;
4104;447;tablet;iOS;Safari;12/02/2023;True
4105;856;mobile;iOS;Firefox;17/04/2023;0
4106;3714;mobile;MacOS;Edge;06/02/2023;1
4107;2789;tablet;Linux;SAFARI;23/05/2024;True
4108;4686;desktop;MacOS;Safari;03/06/2024;True
4109;976;tablet;android;chrome;19/08/2023;True
4110;1759;DESKTOP;Android;chrome;27/10/2024;no
4111;2298;Tablet;;Edge;25/12/2023;no
4112;5843;Mobile;Linux;Chrome;17/03/2024;0
4113;3176;Tablet;ios;chrome;04/05/2024;False
4114;2654;tablet;iOS;Edge;07/11/2023;
4115;4277;desktop;android;Firefox;22/08/2023;yes
4116;3075;mobile;MacOS;Edge;22/01/2023;True
4117;1353;DESKTOP;;chrome;26/02/2023;0
4118;2134;tablet;;chrome;27/01/2023;0
4119;2695;mobile;ios;Edge;20/07/2023;0
4120;2217;DESKTOP;MacOS;;01/07/2024;1
4121;772;Mobile;android;;14/09/2024;False
4122;3770;DESKTOP;ios;;24/01/2024;1
4123;5038;desktop;Android;;29/11/2024;
4124;1506;DESKTOP;Android;Safari;01/12/2024;1
4125;438;mobile;MacOS;Edge;19/01/2023;yes
4126;606;Tablet;android;Firefox;19/07/2024;1
4127;2060;Tablet;Android;Firefox;08/05/2024;no
4128;1910;mobile;;Chrome;23/02/2023;1
4129;4930;Tablet;Windows;Safari;01/02/2024;yes
4130;3464;mobile;;Safari;22/01/2024;1
4131;4145;tablet;Linux;SAFARI;09/05/2023;no
4132;3768;desktop;android;chrome;16/03/2024;1
4133;650;tablet;Android;Safari;13/03/2024;True
4134;3849;DESKTOP;ios;;16/07/2024;yes
4135;5673;DESKTOP;Android;Firefox;22/05/2023;0
4136;4689;DESKTOP;Linux;Edge;29/04/2023;yes
4137;5136;desktop;Android;SAFARI;24/03/2024;0
4138;1544;Tablet;iOS;Edge;01/05/2023;1
4139;5328;Mobile;android;Edge;22/09/2024;
4140;3752;desktop;ios;;12/01/2024;yes
4141;228;mobile;android;chrome;27/12/2023;0
4142;3136;tablet;ios;chrome;18/07/2023;0
4143;5908;mobile;ios;chrome;18/12/2023;0
4144;680;Tablet;android;;23/03/2024;1
4145;2627;desktop;Android;Chrome;01/03/2023;0
4146;2672;Tablet;android;SAFARI;01/09/2023;1
4147;4836;DESKTOP;Windows;Edge;26/08/2023;0
4148;1701;Tablet;iOS;Firefox;05/04/2023;
4149;2290;DESKTOP;Android;chrome;25/08/2024;1
4150;4162;desktop;;Safari;11/01/2023;
4151;1838;Tablet;ios;chrome;21/08/2023;
4152;5062;Mobile;Android;Safari;27/02/2024;True
4153;4561;DESKTOP;;chrome;03/07/2024;yes
4154;1409;mobile;android;Chrome;04/08/2024;no
4155;2831;mobile;MacOS;Edge;16/02/2023;0
4156;2250;DESKTOP;iOS;;16/01/2023;0
4157;2695;mobile;Windows;chrome;13/09/2023;0
4158;1260;tablet;Windows;Chrome;28/02/2023;0
4159;4801;mobile;MacOS;chrome;20/03/2023;False
4160;2213;mobile;iOS;SAFARI;28/02/2023;True
4161;4620;DESKTOP;Android;Firefox;10/05/2023;1
4162;434;DESKTOP;android;Chrome;25/03/2024;yes
4163;1463;desktop;ios;;04/07/2023;False
4164;512;DESKTOP;ios;Chrome;17/10/2023;0
4165;4764;Mobile;;chrome;14/02/2023;0
4166;2305;DESKTOP;Linux;SAFARI;18/11/2023;yes
4167;5275;Mobile;Android;SAFARI;25/12/2023;1
4168;5085;tablet;ios;;08/09/2024;1
4169;4004;Tablet;Windows;Edge;01/11/2024;yes
4170;1202;Mobile;MacOS;chrome;08/09/2023;1
4171;5089;Tablet;ios;Firefox;27/10/2023;no
4172;1003;Tablet;iOS;Edge;13/05/2023;yes
4173;5584;DESKTOP;Windows;SAFARI;12/09/2024;True
4174;4610;Tablet;;Firefox;12/02/2024;
4175;1939;desktop;Android;SAFARI;05/05/2024;True
4176;4594;desktop;ios;Chrome;04/11/2024;0
4177;1748;desktop;;SAFARI;06/05/2023;True
4178;4891;DESKTOP;Windows;SAFARI;03/11/2024;0
4179;2652;Tablet;MacOS;;20/03/2023;0
4180;395;Mobile;iOS;Edge;20/03/2023;
4181;944;DESKTOP;Linux;Chrome;14/09/2023;no
4182;5161;Tablet;Windows;SAFARI;10/07/2024;True
4183;5514;mobile;Windows;chrome;30/07/2023;
4184;2855;Mobile;ios;Edge;21/05/2024;1
4185;1156;mobile;MacOS;Firefox;01/01/2024;0
4186;3083;Tablet;Android;Edge;14/08/2023;0
4187;3275;tablet;MacOS;;30/03/2024;yes
4188;2691;mobile;;Chrome;06/11/2023;0
4189;5255;mobile;Android;Safari;11/01/2024;0
4190;1975;Tablet;Android;Safari;18/07/2024;True
4191;2689;tablet;Linux;Edge;27/10/2023;0
4192;3118;mobile;iOS;SAFARI;31/10/2024;0
4193;4106;tablet;Android;Chrome;08/09/2023;0
4194;31;mobile;Linux;Edge;23/06/2024;False
4195;5546;Tablet;Linux;Edge;01/10/2023;
4196;1916;tablet;Linux;Edge;23/11/2023;no
4197;1290;Mobile;ios;;08/07/2024;0
4198;88;Mobile;Linux;SAFARI;30/05/2024;
4199;3442;tablet;Linux;Safari;17/04/2023;1
4200;5888;mobile;ios;Firefox;25/02/2023;
4201;1478;Tablet;Linux;;21/12/2023;False
4202;3163;Mobile;MacOS;Firefox;25/02/2024;0
4203;171;mobile;Android;Firefox;28/09/2024;0
4204;5528;DESKTOP;Linux;Firefox;12/05/2024;yes
4205;3637;desktop;ios;chrome;14/10/2023;
4206;5979;mobile;android;Chrome;22/03/2023;0
4207;2219;tablet;MacOS;Safari;28/07/2023;True
4208;5099;mobile;iOS;Firefox;21/05/2023;True
4209;1859;mobile;ios;Firefox;17/06/2024;0
4210;4546;DESKTOP;android;SAFARI;25/08/2023;1
4211;4189;Tablet;;Safari;09/11/2023;yes
4212;4314;tablet;MacOS;Safari;20/07/2024;yes
4213;1822;Tablet;android;Safari;04/08/2023;no
4214;1731;desktop;Linux;chrome;06/05/2023;False
4215;1471;mobile;android;Edge;17/01/2024;1
4216;5748;Tablet;iOS;Firefox;26/05/2023;False
4217;633;mobile;MacOS;chrome;06/02/2023;1
4218;3035;DESKTOP;;Chrome;29/08/2023;0
4219;2186;desktop;;Chrome;26/03/2024;False
4220;4431;Mobile;Linux;;27/10/2024;1
4221;1732;mobile;iOS;SAFARI;09/04/2024;False
4222;5311;desktop;ios;SAFARI;27/04/2023;True
4223;12;mobile;iOS;;22/01/2023;True
4224;4329;Mobile;Windows;Firefox;25/05/2024;
4225;428;desktop;android;SAFARI;04/02/2023;1
4226;4650;Tablet;ios;Firefox;04/10/2023;no
4227;2861;DESKTOP;ios;Firefox;12/10/2023;yes
4228;3938;desktop;ios;SAFARI;25/08/2024;0
4229;3742;Tablet;android;Edge;29/01/2024;
4230;943;tablet;ios;SAFARI;04/11/2023;1
4231;3245;Mobile;;Firefox;28/03/2023;
4232;5250;desktop;;Firefox;03/03/2023;0
4233;324;Tablet;Windows;chrome;13/10/2023;no
4234;468;Mobile;android;chrome;16/09/2024;1
4235;5298;DESKTOP;ios;Firefox;29/01/2024;1
4236;3890;mobile;ios;chrome;22/05/2024;1
4237;3478;Tablet;Linux;Safari;20/01/2023;0
4238;5801;desktop;ios;chrome;27/01/2024;no
4239;351;Mobile;MacOS;SAFARI;29/01/2024;
4240;1040;desktop;android;SAFARI;30/03/2024;
4241;5964;mobile;MacOS;chrome;15/02/2023;False
4242;5222;tablet;Android;Edge;18/08/2023;True
4243;3743;DESKTOP;MacOS;chrome;30/07/2023;yes
4244;3632;Tablet;Linux;Edge;24/01/2024;1
4245;1659;Tablet;Linux;Chrome;08/07/2023;False
4246;268;mobile;Android;Edge;06/11/2024;False
4247;2201;desktop;Android;SAFARI;17/03/2024;True
4248;4860;Mobile;;Firefox;29/06/2024;1
4249;2478;Mobile;Linux;SAFARI;23/02/2023;1
4250;2255;Tablet;Windows;Safari;07/11/2024;yes
4251;3104;desktop;Linux;Edge;09/11/2023;no
4252;3844;DESKTOP;ios;Safari;02/02/2023;True
4253;1558;tablet;android;Chrome;08/07/2024;no
4254;3392;desktop;MacOS;;23/12/2023;
4255;1299;tablet;;SAFARI;27/01/2023;no
4256;4881;mobile;;SAFARI;15/09/2024;1
4257;4862;desktop;Linux;;11/12/2023;
4258;1516;tablet;Windows;Firefox;26/09/2023;no
4259;4931;mobile;Windows;Chrome;28/08/2024;0
4260;4520;Mobile;MacOS;;10/08/2023;1
4261;1559;DESKTOP;MacOS;Chrome;29/01/2023;yes
4262;532;DESKTOP;android;Chrome;16/12/2023;yes
4263;2305;desktop;Windows;Firefox;28/09/2024;no
4264;5096;tablet;iOS;Chrome;20/03/2024;no
4265;3877;mobile;Linux;Firefox;13/03/2024;
4266;3468;DESKTOP;;SAFARI;28/02/2023;True
4267;2608;DESKTOP;Android;Safari;22/04/2023;0
4268;5460;DESKTOP;ios;Edge;20/07/2024;0
4269;529;desktop;Linux;Firefox;02/02/2024;0
4270;2343;DESKTOP;Linux;;25/11/2024;False
4271;392;Tablet;MacOS;Edge;22/10/2023;False
4272;264;mobile;Android;Firefox;01/07/2024;0
4273;4668;DESKTOP;Linux;chrome;19/04/2024;no
4274;3989;desktop;Windows;;10/03/2024;1
4275;2157;mobile;ios;Edge;09/08/2024;0
4276;175;mobile;Linux;Edge;04/08/2024;1
4277;3353;mobile;ios;;15/06/2024;1
4278;1907;DESKTOP;android;Safari;24/09/2023;
4279;5195;Tablet;Linux;Chrome;16/06/2023;True
4280;369;tablet;ios;Safari;26/01/2024;
4281;3125;mobile;Linux;chrome;23/04/2024;
4282;4888;mobile;Android;chrome;01/09/2023;
4283;228;Tablet;Windows;Chrome;16/05/2023;0
4284;4997;DESKTOP;Linux;Firefox;16/01/2023;0
4285;5121;desktop;;chrome;15/10/2023;False
4286;3524;tablet;;Edge;29/11/2024;0
4287;3979;mobile;android;chrome;08/10/2023;False
4288;2259;mobile;MacOS;Safari;29/03/2023;1
4289;506;tablet;iOS;Edge;13/09/2023;0
4290;2681;Mobile;MacOS;Firefox;09/07/2024;1
4291;387;DESKTOP;MacOS;Chrome;30/10/2023;False
4292;3015;mobile;;;12/12/2023;1
4293;4013;desktop;Linux;SAFARI;07/08/2024;1
4294;3694;Tablet;MacOS;Safari;09/02/2024;True
4295;3325;Mobile;Windows;Chrome;09/02/2023;True
4296;2255;DESKTOP;MacOS;;22/09/2024;0
4297;3089;desktop;Windows;;08/10/2023;yes
4298;4728;tablet;MacOS;;06/01/2024;yes
4299;1615;Mobile;Android;Chrome;03/10/2023;True
4300;5374;desktop;android;Safari;06/11/2024;0
4301;838;mobile;Linux;Chrome;14/09/2023;
4302;1737;tablet;android;Chrome;30/10/2024;1
4303;4034;mobile;Linux;Edge;14/09/2024;False
4304;1854;DESKTOP;android;chrome;13/01/2023;0
4305;2643;DESKTOP;iOS;chrome;08/05/2023;yes
4306;1134;Tablet;Linux;Edge;11/11/2023;1
4307;5353;tablet;Android;Chrome;05/08/2024;False
4308;5598;Mobile;iOS;Edge;07/11/2024;no
4309;2887;Mobile;android;Firefox;25/11/2023;
4310;49;DESKTOP;android;Safari;28/09/2023;0
4311;5884;Tablet;Android;SAFARI;03/07/2023;yes
4312;474;mobile;Linux;Firefox;30/03/2024;True
4313;1188;DESKTOP;Linux;SAFARI;18/04/2024;
4314;4386;tablet;Android;chrome;18/01/2023;0
4315;1715;Tablet;Linux;chrome;26/03/2024;0
4316;3565;tablet;MacOS;SAFARI;10/01/2023;False
4317;5098;DESKTOP;Linux;SAFARI;22/04/2024;yes
4318;1490;Mobile;MacOS;;07/02/2023;yes
4319;2244;DESKTOP;Android;;03/01/2024;
4320;1047;mobile;;SAFARI;06/05/2024;False
4321;1766;DESKTOP;Android;;15/10/2024;True
4322;4619;Mobile;android;Firefox;23/07/2024;
4323;4587;mobile;ios;Safari;12/08/2023;no
4324;4815;mobile;Linux;;23/02/2024;yes
4325;4039;desktop;Windows;SAFARI;01/03/2023;0
4326;5484;mobile;ios;SAFARI;16/08/2024;no
4327;1246;mobile;Android;SAFARI;23/03/2023;1
4328;510;Tablet;android;Safari;11/10/2023;0
4329;5940;DESKTOP;Windows;Firefox;16/09/2024;1
4330;4762;tablet;;;18/07/2024;0
4331;5900;DESKTOP;iOS;SAFARI;18/11/2023;yes
4332;4431;desktop;android;Edge;07/03/2023;0
4333;1539;Mobile;Android;;27/03/2024;0
4334;2156;Tablet;iOS;Edge;04/07/2023;False
4335;2574;tablet;android;Safari;22/09/2023;True
4336;3964;tablet;;Edge;10/10/2023;True
4337;1498;DESKTOP;ios;Chrome;23/09/2023;0
4338;5838;mobile;iOS;Edge;21/05/2024;no
4339;391;desktop;Windows;Edge;11/05/2023;
4340;871;tablet;Android;;21/08/2023;0
4341;2881;desktop;;Safari;07/10/2024;1
4342;188;desktop;Windows;SAFARI;28/06/2023;0
4343;5319;tablet;MacOS;Chrome;31/05/2023;no
4344;1990;DESKTOP;iOS;Edge;24/09/2024;yes
4345;4202;Mobile;Windows;Edge;02/11/2024;1
4346;4318;DESKTOP;;Firefox;20/02/2023;False
4347;4907;Mobile;iOS;Safari;27/08/2023;yes
4348;4803;DESKTOP;MacOS;Chrome;28/04/2023;True
4349;3913;desktop;ios;;01/11/2024;0
4350;4922;mobile;Linux;Safari;09/02/2023;False
4351;5649;desktop;android;chrome;08/07/2023;0
4352;839;tablet;;chrome;01/12/2024;1
4353;3257;Tablet;android;SAFARI;02/06/2024;
4354;324;Mobile;iOS;Safari;26/03/2024;True
4355;2588;tablet;ios;Chrome;16/08/2024;False
4356;5950;desktop;android;Chrome;21/11/2023;
4357;4065;Tablet;Linux;;12/02/2023;0
4358;2618;desktop;Linux;;20/07/2024;False
4359;1323;desktop;;Firefox;22/08/2023;1
4360;815;DESKTOP;MacOS;Edge;04/03/2023;no
4361;76;Mobile;MacOS;chrome;23/09/2023;True
4362;4391;DESKTOP;Windows;Firefox;21/09/2023;False
4363;3764;desktop;Android;Firefox;17/01/2023;no
4364;4375;desktop;ios;Firefox;25/11/2024;False
4365;3637;mobile;android;chrome;28/12/2023;False
4366;655;Mobile;ios;Firefox;07/07/2024;1
4367;1794;Tablet;android;chrome;15/02/2023;yes
4368;267;Mobile;Windows;;06/09/2024;yes
4369;2301;mobile;MacOS;Chrome;29/08/2023;True
4370;2200;mobile;ios;Firefox;25/12/2023;False
4371;4990;tablet;android;SAFARI;22/04/2023;no
4372;1258;Mobile;ios;Safari;21/03/2023;1
4373;5745;mobile;Android;;03/06/2024;yes
4374;3966;desktop;android;Firefox;30/03/2024;
4375;1303;mobile;ios;Safari;26/04/2023;0
4376;3118;Tablet;ios;chrome;07/06/2024;yes
4377;3330;DESKTOP;MacOS;Edge;21/03/2023;0
4378;2222;tablet;ios;;31/08/2023;True
4379;1143;Tablet;ios;;28/07/2023;1
4380;3576;Mobile;ios;Firefox;30/11/2023;0
4381;5402;Tablet;ios;;07/08/2024;0
4382;2343;DESKTOP;Android;;16/01/2024;True
4383;5851;Tablet;ios;Chrome;28/11/2024;True
4384;3507;mobile;Linux;Chrome;01/03/2024;True
4385;4993;Mobile;Windows;;15/03/2023;1
4386;3831;Tablet;iOS;Edge;19/10/2024;0
4387;2970;Mobile;MacOS;Edge;12/03/2024;0
4388;2623;mobile;MacOS;chrome;17/10/2023;no
4389;132;desktop;android;Safari;27/05/2023;0
4390;5661;tablet;MacOS;;26/01/2023;False
4391;1116;mobile;ios;Edge;01/12/2023;True
4392;1595;DESKTOP;;Chrome;13/09/2024;
4393;5399;Tablet;Android;SAFARI;04/01/2024;1
4394;11;DESKTOP;;Firefox;10/12/2023;0
4395;4293;desktop;Android;Firefox;22/02/2024;yes
4396;1579;DESKTOP;iOS;SAFARI;29/10/2024;True
4397;1647;mobile;Android;Firefox;19/01/2024;no
4398;4338;DESKTOP;iOS;Edge;26/04/2024;0
4399;139;mobile;iOS;Safari;29/10/2023;True
4400;3538;DESKTOP;android;;28/09/2024;0
4401;398;mobile;ios;chrome;01/02/2023;False
4402;3480;desktop;Windows;SAFARI;14/06/2023;1
4403;2847;tablet;Linux;;13/01/2024;1
4404;2837;desktop;Windows;Firefox;15/02/2023;0
4405;1251;desktop;ios;chrome;25/10/2023;1
4406;3264;DESKTOP;android;Firefox;03/06/2023;True
4407;2864;DESKTOP;iOS;Chrome;28/08/2024;yes
4408;4485;Mobile;android;;27/01/2023;
4409;3969;DESKTOP;Android;Edge;19/04/2023;False
4410;3006;tablet;android;Firefox;15/09/2024;0
4411;2201;DESKTOP;Windows;;05/08/2023;False
4412;3292;mobile;Linux;Firefox;17/11/2023;False
4413;344;desktop;Android;Safari;07/06/2024;1
4414;1968;DESKTOP;ios;SAFARI;04/06/2024;0
4415;4501;mobile;Android;chrome;18/08/2024;1
4416;5146;desktop;MacOS;Firefox;19/12/2023;0
4417;922;Tablet;Android;Safari;09/08/2023;no
4418;1616;desktop;android;SAFARI;23/01/2024;yes
4419;1603;Tablet;;Firefox;19/08/2024;0
4420;3433;mobile;MacOS;Safari;03/02/2023;True
4421;3018;DESKTOP;iOS;Safari;03/11/2024;1
4422;5158;Mobile;Android;Firefox;03/06/2023;1
4423;1440;DESKTOP;Windows;Firefox;26/01/2024;no
4424;1447;Tablet;;SAFARI;26/10/2024;0
4425;5691;DESKTOP;Windows;Chrome;22/03/2023;True
4426;5935;mobile;MacOS;;21/03/2023;0
4427;1945;Mobile;ios;Chrome;18/08/2023;True
4428;3587;DESKTOP;android;Chrome;01/08/2024;False
4429;1664;mobile;ios;chrome;30/05/2024;0
4430;4983;Mobile;Linux;;11/08/2024;0
4431;3043;DESKTOP;iOS;Firefox;07/10/2024;
4432;1315;tablet;MacOS;Chrome;15/07/2024;1
4433;2138;tablet;android;;04/03/2024;1
4434;1925;Mobile;Windows;SAFARI;05/07/2024;0
4435;611;tablet;Linux;Firefox;05/05/2023;0
4436;1636;DESKTOP;ios;;24/06/2024;0
4437;2601;Tablet;MacOS;;22/02/2023;0
4438;1089;Tablet;android;Chrome;13/09/2024;yes
4439;710;desktop;ios;Safari;28/04/2024;
4440;5248;mobile;Windows;SAFARI;06/11/2024;True
4441;4229;DESKTOP;ios;Edge;21/06/2024;yes
4442;271;tablet;;chrome;16/06/2024;True
4443;372;tablet;Linux;;27/03/2024;yes
4444;790;Tablet;iOS;;21/11/2023;False
4445;2597;mobile;;Edge;03/10/2023;1
4446;5155;Mobile;MacOS;Chrome;19/07/2023;False
4447;4096;tablet;Windows;SAFARI;12/08/2024;no
4448;521;mobile;Linux;Safari;28/10/2023;True
4449;3235;Mobile;Linux;chrome;07/09/2023;0
4450;2920;desktop;Windows;Firefox;03/12/2023;False
4451;4935;mobile;Windows;Firefox;06/09/2023;
4452;4966;tablet;android;Firefox;06/01/2024;0
4453;783;mobile;iOS;SAFARI;25/08/2023;False
4454;3426;mobile;Windows;SAFARI;11/04/2024;
4455;1184;tablet;;chrome;19/11/2023;0
4456;124;mobile;ios;SAFARI;29/04/2023;yes
4457;223;Tablet;iOS;Chrome;04/09/2023;True
4458;628;DESKTOP;;Safari;31/03/2024;0
4459;1484;Tablet;Windows;Chrome;24/02/2024;1
4460;4206;tablet;android;Chrome;06/01/2024;
4461;3312;tablet;android;Chrome;23/03/2023;1
4462;4028;mobile;ios;Edge;27/12/2023;0
4463;3538;desktop;Windows;SAFARI;27/07/2024;yes
4464;262;Tablet;MacOS;SAFARI;01/06/2024;False
4465;391;Mobile;Windows;Safari;20/03/2023;no
4466;615;DESKTOP;ios;chrome;06/01/2024;1
4467;5419;Mobile;;Chrome;31/10/2024;1
4468;307;tablet;iOS;SAFARI;10/05/2024;yes
4469;5162;mobile;android;;11/09/2024;yes
4470;3596;Tablet;MacOS;chrome;24/08/2023;0
4471;4191;desktop;android;Firefox;04/04/2024;yes
4472;2705;Tablet;iOS;Firefox;04/03/2024;0
4473;5530;Tablet;iOS;Safari;24/08/2023;
4474;154;Tablet;;Safari;06/08/2024;
4475;4467;DESKTOP;ios;SAFARI;09/05/2023;no
4476;578;desktop;ios;;04/07/2024;True
4477;710;Tablet;Linux;Chrome;08/09/2023;True
4478;4995;tablet;;Safari;22/02/2024;yes
4479;362;tablet;MacOS;;21/11/2024;0
4480;2013;DESKTOP;Linux;Edge;21/08/2024;0
4481;938;Mobile;Windows;Firefox;12/11/2024;0
4482;2546;Mobile;Android;Chrome;22/05/2023;1
4483;298;tablet;iOS;SAFARI;12/09/2024;False
4484;3411;Tablet;Linux;SAFARI;24/09/2023;True
4485;1585;tablet;iOS;chrome;21/10/2023;
4486;5770;mobile;ios;chrome;16/12/2023;True
4487;608;tablet;Android;chrome;18/11/2023;
4488;1019;tablet;Android;Safari;01/05/2023;1
4489;2264;Tablet;Android;Edge;25/03/2023;1
4490;3603;mobile;ios;Chrome;23/02/2024;no
4491;703;desktop;iOS;SAFARI;07/03/2024;1
4492;1000;DESKTOP;iOS;SAFARI;01/06/2024;False
4493;1251;mobile;MacOS;;01/06/2023;True
4494;4389;Mobile;MacOS;Chrome;12/08/2024;1
4495;410;Tablet;Android;;21/05/2024;0
4496;175;tablet;iOS;SAFARI;09/10/2024;False
4497;1997;desktop;MacOS;Safari;22/07/2023;yes
4498;1447;tablet;iOS;;04/07/2023;no
4499;153;mobile;;Chrome;09/04/2024;1
4500;4691;mobile;Linux;Chrome;16/01/2023;True
4501;4376;desktop;android;chrome;20/06/2023;True
4502;5249;desktop;ios;Firefox;04/05/2023;yes
4503;2118;desktop;ios;;04/03/2024;False
4504;5173;mobile;Linux;Edge;27/09/2023;1
4505;706;tablet;Windows;chrome;21/07/2024;
4506;4405;DESKTOP;MacOS;;26/04/2024;0
4507;2563;DESKTOP;Android;Chrome;14/04/2023;yes
4508;1377;mobile;MacOS;Firefox;10/05/2023;yes
4509;4482;Mobile;iOS;Firefox;04/02/2023;0
4510;2772;tablet;Windows;Firefox;17/03/2024;1
4511;4747;DESKTOP;Android;Edge;25/01/2023;1
4512;4185;tablet;Android;;20/06/2023;yes
4513;888;mobile;MacOS;Edge;16/03/2023;no
4514;449;tablet;Linux;Chrome;16/05/2023;1
4515;2579;Tablet;;chrome;11/06/2024;1
4516;4710;tablet;Windows;;26/06/2024;0
4517;2079;tablet;Windows;Edge;02/02/2024;no
4518;345;tablet;Windows;Safari;08/03/2024;1
4519;2287;DESKTOP;iOS;Firefox;29/12/2023;0
4520;5116;Tablet;Android;Chrome;11/05/2023;1
4521;5108;Tablet;ios;Safari;16/02/2024;1
4522;3246;Tablet;MacOS;Safari;24/07/2024;no
4523;5536;tablet;Windows;Edge;05/09/2023;no
4524;1258;mobile;;Chrome;28/10/2023;True
4525;961;DESKTOP;iOS;chrome;02/05/2023;no
4526;5694;DESKTOP;;;11/12/2023;0
4527;3383;Tablet;iOS;Firefox;11/12/2023;1
4528;4794;desktop;android;chrome;28/08/2024;0
4529;2780;mobile;Windows;SAFARI;15/09/2024;1
4530;4583;tablet;android;chrome;23/09/2024;False
4531;3511;desktop;Windows;SAFARI;21/04/2023;1
4532;3951;desktop;Windows;Chrome;16/02/2023;yes
4533;4709;Tablet;iOS;Safari;17/03/2023;0
4534;5231;desktop;iOS;Firefox;30/12/2023;0
4535;5997;mobile;MacOS;Chrome;04/04/2024;False
4536;5868;tablet;android;Firefox;23/02/2024;0
4537;456;mobile;;Edge;07/10/2024;False
4538;1850;DESKTOP;ios;chrome;05/04/2024;yes
4539;2773;desktop;Android;Firefox;22/03/2024;yes
4540;210;Mobile;Linux;;24/10/2023;0
4541;4825;DESKTOP;android;Chrome;03/05/2024;True
4542;1155;DESKTOP;MacOS;Safari;18/05/2023;
4543;3461;Mobile;ios;chrome;07/07/2023;no
4544;1179;Mobile;;Edge;26/08/2024;no
4545;5805;desktop;Android;;05/06/2024;yes
4546;1568;Mobile;;SAFARI;27/03/2023;yes
4547;471;tablet;ios;Safari;05/06/2023;no
4548;751;tablet;Android;SAFARI;08/01/2023;yes
4549;2494;Tablet;ios;Firefox;30/08/2024;
4550;1070;tablet;iOS;chrome;30/08/2024;0
4551;2336;Tablet;ios;;14/01/2024;1
4552;2111;DESKTOP;;chrome;21/11/2024;no
4553;5835;Tablet;;Safari;26/10/2024;0
4554;2584;Mobile;Android;SAFARI;09/04/2024;False
4555;947;tablet;;SAFARI;24/01/2024;no
4556;1119;DESKTOP;Android;;25/11/2023;True
4557;142;tablet;Linux;chrome;25/03/2024;True
4558;2660;DESKTOP;Windows;SAFARI;30/06/2023;1
4559;2776;tablet;MacOS;SAFARI;04/06/2024;False
4560;1332;mobile;ios;Chrome;25/08/2024;False
4561;4930;Tablet;MacOS;Edge;14/10/2023;no
4562;448;mobile;ios;Firefox;10/04/2023;
4563;1522;Mobile;MacOS;chrome;26/08/2023;False
4564;706;DESKTOP;Android;Edge;01/11/2023;True
4565;5042;mobile;MacOS;Edge;20/05/2024;
4566;3864;mobile;android;Edge;16/12/2023;False
4567;3607;desktop;android;Firefox;19/02/2023;
4568;4337;desktop;ios;SAFARI;31/07/2024;0
